stage_record_id,application_id,stage_id,stage_date,result
2347,659,3,2025-07-01,Passed
2348,659,4,2025-07-04,Rejected
2349,660,1,2025-11-27,Passed
2350,660,2,2025-11-29,Rejected
2351,661,1,2025-03-14,Passed
2352,661,2,2025-03-16,Passed
2353,661,3,2025-03-18,Passed
2354,661,4,2025-03-23,Rejected
2355,662,1,2025-04-24,Passed
2356,662,2,2025-04-27,Rejected
2357,663,1,2025-02-28,Passed
2358,663,2,2025-03-09,Passed
2359,663,3,2025-03-18,Passed
2360,663,4,2025-03-23,Rejected
2361,664,1,2025-10-18,Passed
2362,664,2,2025-10-21,Rejected
2363,665,1,2025-10-09,Passed
2364,665,2,2025-10-19,Passed
2365,665,3,2025-10-22,Passed
2366,665,4,2025-10-23,Rejected
2367,666,1,2025-10-09,Passed
2368,666,2,2025-10-14,Passed
2369,666,3,2025-10-19,Passed
2370,666,4,2025-10-24,Rejected
2371,667,1,2025-12-10,Passed
2372,667,2,2025-12-17,Passed
2373,667,3,2025-12-25,Passed
2374,667,4,2025-12-31,Passed
2375,667,5,2026-01-04,Passed
2376,667,6,2026-01-05,Rejected
2377,668,1,2025-02-20,Passed
2378,668,2,2025-02-26,Rejected
2379,669,1,2025-10-25,Passed
2380,669,2,2025-10-29,Passed
2381,669,3,2025-11-01,Passed
2382,669,4,2025-11-04,Rejected
2383,670,1,2025-07-02,Passed
2384,670,2,2025-07-08,Rejected
2385,671,1,2025-12-02,Passed
2386,671,2,2025-12-09,Passed
2387,671,3,2025-12-19,Passed
2388,671,4,2025-12-23,Rejected
2389,672,1,2025-05-26,Passed
2390,672,2,2025-05-29,Rejected
2391,673,1,2025-04-10,Passed
2392,673,2,2025-04-14,Rejected
2393,674,1,2025-08-19,Passed
2394,674,2,2025-08-24,Passed
2395,674,3,2025-08-27,Passed
2396,674,4,2025-09-02,Rejected
2397,675,1,2025-12-04,Passed
2398,675,2,2025-12-07,Passed
2399,675,3,2025-12-10,Passed
2400,675,4,2025-12-17,Passed
2401,675,5,2025-12-19,Rejected
2402,676,1,2025-10-27,Passed
2403,676,2,2025-10-29,Rejected
2404,677,1,2025-10-18,Passed
2405,677,2,2025-10-21,Passed
2406,677,3,2025-10-26,Passed
2407,677,4,2025-10-29,Passed
2408,677,5,2025-10-30,Rejected
2409,678,1,2025-06-11,Passed
2410,678,2,2025-06-17,Passed
2411,678,3,2025-06-26,Passed
2412,678,4,2025-07-03,Passed
2413,678,5,2025-07-10,Rejected
2414,679,1,2025-03-28,Passed
2415,679,2,2025-04-03,Passed
2416,679,3,2025-04-05,Passed
2417,679,4,2025-04-13,Passed
2418,679,5,2025-04-23,Passed
2419,679,6,2025-04-30,Rejected
2420,680,1,2025-05-07,Passed
2421,680,2,2025-05-11,Passed
2422,680,3,2025-05-21,Passed
2423,680,4,2025-05-27,Rejected
2424,681,1,2025-12-31,Passed
2425,681,2,2026-01-08,Passed
2426,681,3,2026-01-14,Passed
2427,681,4,2026-01-21,Passed
2428,681,5,2026-01-23,Rejected
2429,682,1,2025-08-12,Passed
2430,682,2,2025-08-20,Passed
2431,682,3,2025-08-22,Rejected
2432,683,1,2025-07-04,Passed
2433,683,2,2025-07-11,Passed
2434,683,3,2025-07-16,Rejected
2435,684,1,2025-06-19,Passed
2436,684,2,2025-06-27,Passed
2437,684,3,2025-07-02,Passed
2438,684,4,2025-07-05,Passed
2439,684,5,2025-07-09,Rejected
2440,685,1,2025-08-25,Passed
2441,685,2,2025-08-28,Passed
2442,685,3,2025-08-29,Rejected
2443,686,1,2025-06-06,Passed
2444,686,2,2025-06-09,Passed
2445,686,3,2025-06-11,Passed
2446,686,4,2025-06-17,Passed
2447,686,5,2025-06-21,Rejected
2448,687,1,2025-02-25,Passed
2449,687,2,2025-02-26,Rejected
2450,688,1,2025-11-07,Passed
2451,688,2,2025-11-11,Rejected
2452,689,1,2025-05-24,Passed
2453,689,2,2025-05-28,Passed
2454,689,3,2025-06-07,Passed
2455,689,4,2025-06-13,Rejected
2456,690,1,2025-03-13,Passed
2457,690,2,2025-03-19,Rejected
2458,691,1,2025-04-11,Passed
2459,691,2,2025-04-13,Passed
2460,691,3,2025-04-15,Passed
2461,691,4,2025-04-21,Rejected
2462,692,1,2025-11-17,Passed
2463,692,2,2025-11-24,Passed
2464,692,3,2025-12-04,Passed
2465,692,4,2025-12-05,Rejected
2466,693,1,2025-02-08,Passed
2467,693,2,2025-02-12,Passed
2468,693,3,2025-02-19,Rejected
2469,694,1,2025-09-17,Passed
2470,694,2,2025-09-22,Passed
2471,694,3,2025-09-29,Passed
2472,694,4,2025-10-04,Rejected
2473,695,1,2025-10-25,Passed
2474,695,2,2025-10-27,Passed
2475,695,3,2025-11-04,Passed
2476,695,4,2025-11-07,Passed
2477,695,5,2025-11-12,Passed
2478,695,6,2025-11-19,Rejected
2479,696,1,2025-10-30,Passed
2480,696,2,2025-11-02,Passed
2481,696,3,2025-11-11,Passed
2482,696,4,2025-11-16,Passed
2483,696,5,2025-11-24,Passed
2484,696,6,2025-11-30,Selected
2485,697,1,2025-01-19,Passed
2486,697,2,2025-01-25,Rejected
2487,698,1,2025-10-06,Passed
2488,698,2,2025-10-08,Passed
2489,698,3,2025-10-13,Rejected
2490,699,1,2025-08-30,Passed
2491,699,2,2025-08-31,Rejected
2492,700,1,2025-03-18,Passed
2493,700,2,2025-03-27,Passed
2494,700,3,2025-04-03,Passed
2495,700,4,2025-04-10,Passed
2496,700,5,2025-04-12,Rejected
2497,701,1,2025-04-25,Passed
2498,701,2,2025-04-27,Passed
2499,701,3,2025-05-06,Passed
2500,701,4,2025-05-16,Passed
2501,701,5,2025-05-18,Rejected
2502,702,1,2025-10-29,Passed
2503,702,2,2025-11-07,Passed
2504,702,3,2025-11-13,Passed
2505,702,4,2025-11-21,Passed
2506,702,5,2025-11-24,Rejected
2507,703,1,2025-05-29,Passed
2508,703,2,2025-06-02,Passed
2509,703,3,2025-06-08,Passed
2510,703,4,2025-06-17,Passed
2511,703,5,2025-06-21,Rejected
2512,704,1,2025-09-14,Passed
2513,704,2,2025-09-21,Passed
2514,704,3,2025-09-22,Rejected
2515,705,1,2025-07-23,Passed
2516,705,2,2025-07-28,Passed
2517,705,3,2025-08-03,Passed
2518,705,4,2025-08-11,Passed
2519,705,5,2025-08-14,Rejected
2520,706,1,2025-01-06,Passed
2521,706,2,2025-01-08,Rejected
2522,707,1,2025-11-11,Passed
2523,707,2,2025-11-20,Passed
2524,707,3,2025-11-23,Rejected
2525,708,1,2025-09-21,Passed
2526,708,2,2025-09-30,Passed
2527,708,3,2025-10-04,Passed
2528,708,4,2025-10-12,Passed
2529,708,5,2025-10-18,Rejected
2530,709,1,2025-03-23,Passed
2531,709,2,2025-03-27,Rejected
2532,710,1,2025-10-17,Passed
2533,710,2,2025-10-20,Passed
2534,710,3,2025-10-22,Rejected
2535,711,1,2025-03-16,Passed
2536,711,2,2025-03-26,Passed
2537,711,3,2025-03-31,Passed
2538,711,4,2025-04-07,Passed
2539,711,5,2025-04-12,Rejected
2540,712,1,2025-09-05,Passed
2541,712,2,2025-09-13,Passed
2542,712,3,2025-09-19,Passed
2543,712,4,2025-09-26,Rejected
2544,713,1,2025-01-21,Passed
2545,713,2,2025-01-25,Passed
2546,713,3,2025-01-27,Rejected
2547,714,1,2025-09-07,Passed
2548,714,2,2025-09-10,Passed
2549,714,3,2025-09-16,Rejected
2550,715,1,2025-05-16,Passed
2551,715,2,2025-05-24,Passed
2552,715,3,2025-05-27,Passed
2553,715,4,2025-06-01,Rejected
2554,716,1,2025-01-22,Passed
2555,716,2,2025-01-27,Passed
2556,716,3,2025-02-01,Rejected
2557,717,1,2025-09-23,Passed
2558,717,2,2025-09-27,Passed
2559,717,3,2025-10-01,Passed
2560,717,4,2025-10-07,Passed
2561,717,5,2025-10-09,Rejected
2562,718,1,2025-07-04,Passed
2563,718,2,2025-07-09,Passed
2564,718,3,2025-07-11,Passed
2565,718,4,2025-07-21,Passed
2566,718,5,2025-07-26,Passed
2567,718,6,2025-08-03,Selected
2568,719,1,2025-08-21,Passed
2569,719,2,2025-08-31,Passed
2570,719,3,2025-09-02,Passed
2571,719,4,2025-09-08,Passed
2572,719,5,2025-09-11,Rejected
2573,720,1,2025-01-21,Passed
2574,720,2,2025-01-26,Passed
2575,720,3,2025-01-28,Passed
2576,720,4,2025-01-30,Passed
2577,720,5,2025-02-06,Passed
2578,720,6,2025-02-15,Selected
2579,721,1,2025-09-24,Passed
2580,721,2,2025-09-27,Passed
2581,721,3,2025-10-03,Passed
2582,721,4,2025-10-06,Rejected
2583,722,1,2025-05-21,Passed
2584,722,2,2025-05-24,Passed
2585,722,3,2025-05-26,Passed
2586,722,4,2025-06-02,Rejected
2587,723,1,2025-05-15,Passed
2588,723,2,2025-05-18,Rejected
2589,724,1,2025-10-19,Passed
2590,724,2,2025-10-26,Passed
2591,724,3,2025-10-31,Rejected
2592,725,1,2025-12-01,Passed
2593,725,2,2025-12-08,Passed
2594,725,3,2025-12-14,Passed
2595,725,4,2025-12-22,Passed
2596,725,5,2025-12-25,Passed
2597,725,6,2025-12-28,Selected
2598,726,1,2025-10-28,Passed
2599,726,2,2025-11-02,Passed
2600,726,3,2025-11-11,Passed
2601,726,4,2025-11-12,Rejected
2602,727,1,2025-02-09,Passed
2603,727,2,2025-02-14,Rejected
2604,728,1,2025-07-12,Passed
2605,728,2,2025-07-21,Passed
2606,728,3,2025-07-23,Rejected
2607,729,1,2025-04-25,Passed
2608,729,2,2025-04-29,Passed
2609,729,3,2025-05-04,Passed
2610,729,4,2025-05-10,Passed
2611,729,5,2025-05-17,Rejected
2612,730,1,2025-06-30,Passed
2613,730,2,2025-07-05,Rejected
2614,731,1,2025-06-26,Passed
2615,731,2,2025-06-29,Rejected
2616,732,1,2025-09-04,Passed
2617,732,2,2025-09-07,Passed
2618,732,3,2025-09-08,Rejected
2619,733,1,2025-01-04,Passed
2620,733,2,2025-01-14,Passed
2621,733,3,2025-01-19,Rejected
2622,734,1,2025-03-13,Passed
2623,734,2,2025-03-15,Rejected
2624,735,1,2025-04-28,Passed
2625,735,2,2025-05-02,Passed
2626,735,3,2025-05-04,Passed
2627,735,4,2025-05-10,Rejected
2628,736,1,2025-11-26,Passed
2629,736,2,2025-12-04,Passed
2630,736,3,2025-12-14,Passed
2631,736,4,2025-12-15,Rejected
2632,737,1,2025-03-18,Passed
2633,737,2,2025-03-28,Passed
2634,737,3,2025-04-05,Passed
2635,737,4,2025-04-11,Passed
2636,737,5,2025-04-13,Passed
2637,737,6,2025-04-18,Selected
2638,738,1,2025-07-05,Passed
2639,738,2,2025-07-07,Passed
2640,738,3,2025-07-14,Rejected
2641,739,1,2025-03-02,Passed
2642,739,2,2025-03-12,Passed
2643,739,3,2025-03-17,Rejected
2644,740,1,2025-08-01,Passed
2645,740,2,2025-08-06,Passed
2646,740,3,2025-08-12,Passed
2647,740,4,2025-08-14,Rejected
2648,741,1,2025-02-28,Passed
2649,741,2,2025-03-10,Passed
2650,741,3,2025-03-12,Passed
2651,741,4,2025-03-15,Rejected
2652,742,1,2025-09-03,Passed
2653,742,2,2025-09-06,Rejected
2654,743,1,2025-10-30,Passed
2655,743,2,2025-10-31,Rejected
2656,744,1,2025-07-30,Passed
2657,744,2,2025-08-04,Passed
2658,744,3,2025-08-06,Rejected
2659,745,1,2025-01-23,Passed
2660,745,2,2025-01-25,Passed
2661,745,3,2025-01-31,Rejected
2662,746,1,2025-10-31,Passed
2663,746,2,2025-11-07,Passed
2664,746,3,2025-11-17,Passed
2665,746,4,2025-11-21,Passed
2666,746,5,2025-11-26,Rejected
2667,747,1,2025-11-19,Passed
2668,747,2,2025-11-21,Passed
2669,747,3,2025-11-22,Rejected
2670,748,1,2025-10-21,Passed
2671,748,2,2025-10-23,Rejected
2672,749,1,2025-03-27,Passed
2673,749,2,2025-04-02,Passed
2674,749,3,2025-04-04,Passed
2675,749,4,2025-04-11,Rejected
2676,750,1,2025-04-03,Passed
2677,750,2,2025-04-06,Passed
2678,750,3,2025-04-12,Rejected
2679,751,1,2025-11-23,Passed
2680,751,2,2025-11-29,Passed
2681,751,3,2025-12-05,Rejected
2682,752,1,2025-12-05,Passed
2683,752,2,2025-12-10,Passed
2684,752,3,2025-12-12,Rejected
2685,753,1,2025-02-13,Passed
2686,753,2,2025-02-18,Passed
2687,753,3,2025-02-26,Passed
2688,753,4,2025-03-03,Passed
2689,753,5,2025-03-07,Rejected
2690,754,1,2025-11-07,Passed
2691,754,2,2025-11-16,Passed
2692,754,3,2025-11-20,Passed
2693,754,4,2025-11-24,Passed
2694,754,5,2025-12-03,Passed
2695,754,6,2025-12-05,Rejected
2696,755,1,2025-09-04,Passed
2697,755,2,2025-09-06,Passed
2698,755,3,2025-09-10,Passed
2699,755,4,2025-09-16,Rejected
2700,756,1,2025-07-30,Passed
2701,756,2,2025-08-02,Passed
2702,756,3,2025-08-10,Passed
2703,756,4,2025-08-18,Passed
2704,756,5,2025-08-28,Passed
2705,756,6,2025-08-30,Selected
2706,757,1,2025-10-26,Passed
2707,757,2,2025-11-03,Passed
2708,757,3,2025-11-06,Passed
2709,757,4,2025-11-13,Rejected
2710,758,1,2025-04-04,Passed
2711,758,2,2025-04-05,Rejected
2712,759,1,2025-09-19,Passed
2713,759,2,2025-09-22,Passed
2714,759,3,2025-09-24,Passed
2715,759,4,2025-09-25,Rejected
2716,760,1,2025-12-18,Passed
2717,760,2,2025-12-19,Rejected
2718,761,1,2025-08-21,Passed
2719,761,2,2025-08-28,Passed
2720,761,3,2025-08-29,Rejected
2721,762,1,2025-02-05,Passed
2722,762,2,2025-02-14,Passed
2723,762,3,2025-02-18,Rejected
2724,763,1,2025-07-17,Passed
2725,763,2,2025-07-20,Rejected
2726,764,1,2025-01-09,Passed
2727,764,2,2025-01-13,Passed
2728,764,3,2025-01-23,Passed
2729,764,4,2025-01-29,Rejected
2730,765,1,2025-09-16,Passed
2731,765,2,2025-09-18,Passed
2732,765,3,2025-09-19,Rejected
2733,766,1,2025-03-18,Passed
2734,766,2,2025-03-21,Passed
2735,766,3,2025-03-29,Passed
2736,766,4,2025-04-03,Passed
2737,766,5,2025-04-11,Passed
2738,766,6,2025-04-14,Rejected
2739,767,1,2025-04-01,Passed
2740,767,2,2025-04-06,Passed
2741,767,3,2025-04-12,Rejected
2742,768,1,2025-11-11,Passed
2743,768,2,2025-11-14,Passed
2744,768,3,2025-11-17,Passed
2745,768,4,2025-11-23,Passed
2746,768,5,2025-11-30,Passed
2747,768,6,2025-12-03,Selected
2748,769,1,2025-09-30,Passed
2749,769,2,2025-10-05,Rejected
2750,770,1,2025-03-02,Passed
2751,770,2,2025-03-10,Passed
2752,770,3,2025-03-14,Passed
2753,770,4,2025-03-16,Rejected
2754,771,1,2025-12-04,Passed
2755,771,2,2025-12-10,Rejected
2756,772,1,2025-11-05,Passed
2757,772,2,2025-11-11,Passed
2758,772,3,2025-11-14,Passed
2759,772,4,2025-11-23,Passed
2760,772,5,2025-11-26,Rejected
2761,773,1,2025-01-01,Passed
2762,773,2,2025-01-07,Rejected
2763,774,1,2025-12-14,Passed
2764,774,2,2025-12-21,Rejected
2765,775,1,2025-09-25,Passed
2766,775,2,2025-09-29,Passed
2767,775,3,2025-10-01,Rejected
2768,776,1,2025-08-08,Passed
2769,776,2,2025-08-16,Passed
2770,776,3,2025-08-25,Passed
2771,776,4,2025-08-26,Rejected
2772,777,1,2025-09-04,Passed
2773,777,2,2025-09-10,Passed
2774,777,3,2025-09-17,Passed
2775,777,4,2025-09-19,Rejected
2776,778,1,2025-07-15,Passed
2777,778,2,2025-07-22,Passed
2778,778,3,2025-07-30,Passed
2779,778,4,2025-08-03,Rejected
2780,779,1,2025-12-23,Passed
2781,779,2,2025-12-30,Passed
2782,779,3,2026-01-04,Passed
2783,779,4,2026-01-14,Passed
2784,779,5,2026-01-19,Rejected
2785,780,1,2025-08-06,Passed
2786,780,2,2025-08-16,Passed
2787,780,3,2025-08-20,Rejected
2788,781,1,2025-09-02,Passed
2789,781,2,2025-09-10,Passed
2790,781,3,2025-09-15,Passed
2791,781,4,2025-09-17,Rejected
2792,782,1,2025-02-12,Passed
2793,782,2,2025-02-17,Passed
2794,782,3,2025-02-18,Rejected
2795,783,1,2025-10-06,Passed
2796,783,2,2025-10-15,Passed
2797,783,3,2025-10-16,Rejected
2798,784,1,2025-04-07,Passed
2799,784,2,2025-04-14,Passed
2800,784,3,2025-04-18,Passed
2801,784,4,2025-04-22,Passed
2802,784,5,2025-04-27,Rejected
2803,785,1,2025-01-04,Passed
2804,785,2,2025-01-08,Rejected
2805,786,1,2025-03-02,Passed
2806,786,2,2025-03-07,Passed
2807,786,3,2025-03-11,Passed
2808,786,4,2025-03-15,Passed
2809,786,5,2025-03-16,Rejected
2810,787,1,2025-07-12,Passed
2811,787,2,2025-07-20,Passed
2812,787,3,2025-07-23,Passed
2813,787,4,2025-07-24,Rejected
2814,788,1,2025-12-19,Passed
2815,788,2,2025-12-23,Passed
2816,788,3,2025-12-30,Passed
2817,788,4,2026-01-04,Passed
2818,788,5,2026-01-12,Passed
2819,788,6,2026-01-16,Selected
2820,789,1,2025-07-29,Passed
2821,789,2,2025-08-02,Passed
2822,789,3,2025-08-08,Rejected
2823,790,1,2025-03-21,Passed
2824,790,2,2025-03-25,Rejected
2825,791,1,2025-10-27,Passed
2826,791,2,2025-11-03,Passed
2827,791,3,2025-11-05,Passed
2828,791,4,2025-11-09,Passed
2829,791,5,2025-11-11,Passed
2830,791,6,2025-11-13,Rejected
2831,792,1,2025-10-02,Passed
2832,792,2,2025-10-04,Passed
2833,792,3,2025-10-12,Passed
2834,792,4,2025-10-16,Rejected
2835,793,1,2025-07-07,Passed
2836,793,2,2025-07-13,Passed
2837,793,3,2025-07-18,Rejected
2838,794,1,2025-12-15,Passed
2839,794,2,2025-12-20,Passed
2840,794,3,2025-12-24,Passed
2841,794,4,2025-12-27,Passed
2842,794,5,2025-12-29,Rejected
2843,795,1,2025-04-15,Passed
2844,795,2,2025-04-23,Passed
2845,795,3,2025-04-28,Passed
2846,795,4,2025-05-08,Passed
2847,795,5,2025-05-09,Rejected
2848,796,1,2025-10-13,Passed
2849,796,2,2025-10-17,Rejected
2850,797,1,2025-07-09,Passed
2851,797,2,2025-07-17,Passed
2852,797,3,2025-07-19,Rejected
2853,798,1,2025-09-05,Passed
2854,798,2,2025-09-12,Passed
2855,798,3,2025-09-14,Rejected
2856,799,1,2025-10-23,Passed
2857,799,2,2025-10-26,Passed
2858,799,3,2025-11-02,Passed
2859,799,4,2025-11-08,Passed
2860,799,5,2025-11-11,Passed
2861,799,6,2025-11-13,Selected
2862,800,1,2025-12-28,Passed
2863,800,2,2026-01-03,Passed
2864,800,3,2026-01-08,Passed
2865,800,4,2026-01-09,Rejected
2866,801,1,2025-03-12,Passed
2867,801,2,2025-03-15,Passed
2868,801,3,2025-03-20,Rejected
2869,802,1,2025-12-04,Passed
2870,802,2,2025-12-13,Passed
2871,802,3,2025-12-20,Passed
2872,802,4,2025-12-26,Passed
2873,802,5,2026-01-02,Passed
2874,802,6,2026-01-06,Rejected
2875,803,1,2025-04-28,Passed
2876,803,2,2025-05-05,Passed
2877,803,3,2025-05-11,Rejected
2878,804,1,2025-12-25,Passed
2879,804,2,2025-12-29,Passed
2880,804,3,2025-12-30,Rejected
2881,805,1,2025-02-21,Passed
2882,805,2,2025-03-03,Passed
2883,805,3,2025-03-07,Passed
2884,805,4,2025-03-15,Passed
2885,805,5,2025-03-22,Rejected
2886,806,1,2025-07-25,Passed
2887,806,2,2025-07-28,Rejected
2888,807,1,2025-10-09,Passed
2889,807,2,2025-10-18,Passed
2890,807,3,2025-10-21,Passed
2891,807,4,2025-10-23,Rejected
2892,808,1,2025-12-17,Passed
2893,808,2,2025-12-24,Rejected
2894,809,1,2025-03-24,Passed
2895,809,2,2025-03-28,Passed
2896,809,3,2025-03-30,Rejected
2897,810,1,2025-01-03,Passed
2898,810,2,2025-01-08,Rejected
2899,811,1,2025-03-16,Passed
2900,811,2,2025-03-26,Passed
2901,811,3,2025-03-29,Rejected
2902,812,1,2025-11-04,Passed
2903,812,2,2025-11-08,Passed
2904,812,3,2025-11-15,Passed
2905,812,4,2025-11-19,Rejected
2906,813,1,2025-02-02,Passed
2907,813,2,2025-02-10,Passed
2908,813,3,2025-02-13,Passed
2909,813,4,2025-02-18,Rejected
2910,814,1,2025-07-09,Passed
2911,814,2,2025-07-18,Passed
2912,814,3,2025-07-20,Passed
2913,814,4,2025-07-26,Passed
2914,814,5,2025-08-02,Rejected
2915,815,1,2025-01-20,Passed
2916,815,2,2025-01-21,Rejected
2917,816,1,2025-07-25,Passed
2918,816,2,2025-08-03,Passed
2919,816,3,2025-08-09,Passed
2920,816,4,2025-08-15,Passed
2921,816,5,2025-08-18,Rejected
2922,817,1,2025-09-24,Passed
2923,817,2,2025-09-28,Passed
2924,817,3,2025-10-02,Rejected
2925,818,1,2025-11-02,Passed
2926,818,2,2025-11-11,Passed
2927,818,3,2025-11-18,Rejected
2928,819,1,2025-03-31,Passed
2929,819,2,2025-04-06,Rejected
2930,820,1,2025-08-13,Passed
2931,820,2,2025-08-14,Rejected
2932,821,1,2025-12-03,Passed
2933,821,2,2025-12-07,Rejected
2934,822,1,2025-09-23,Passed
2935,822,2,2025-09-29,Passed
2936,822,3,2025-10-03,Passed
2937,822,4,2025-10-13,Passed
2938,822,5,2025-10-16,Rejected
2939,823,1,2025-01-18,Passed
2940,823,2,2025-01-26,Passed
2941,823,3,2025-02-01,Passed
2942,823,4,2025-02-07,Rejected
2943,824,1,2025-09-19,Passed
2944,824,2,2025-09-21,Passed
2945,824,3,2025-09-23,Rejected
2946,825,1,2025-04-29,Passed
2947,825,2,2025-05-09,Passed
2948,825,3,2025-05-12,Passed
2949,825,4,2025-05-16,Passed
2950,825,5,2025-05-23,Rejected
2951,826,1,2025-12-12,Passed
2952,826,2,2025-12-20,Passed
2953,826,3,2025-12-26,Rejected
2954,827,1,2025-05-03,Passed
2955,827,2,2025-05-12,Passed
2956,827,3,2025-05-22,Passed
2957,827,4,2025-05-26,Rejected
2958,828,1,2025-03-22,Passed
2959,828,2,2025-03-26,Passed
2960,828,3,2025-03-30,Rejected
2961,829,1,2025-07-24,Passed
2962,829,2,2025-07-29,Passed
2963,829,3,2025-08-01,Passed
2964,829,4,2025-08-10,Passed
2965,829,5,2025-08-19,Passed
2966,829,6,2025-08-28,Selected
2967,830,1,2025-07-22,Passed
2968,830,2,2025-07-26,Passed
2969,830,3,2025-07-28,Rejected
2970,831,1,2025-04-13,Passed
2971,831,2,2025-04-20,Passed
2972,831,3,2025-04-28,Passed
2973,831,4,2025-05-05,Passed
2974,831,5,2025-05-09,Rejected
2975,832,1,2025-12-27,Passed
2976,832,2,2026-01-01,Passed
2977,832,3,2026-01-08,Rejected
2978,833,1,2025-02-16,Passed
2979,833,2,2025-02-22,Passed
2980,833,3,2025-02-26,Passed
2981,833,4,2025-03-01,Passed
2982,833,5,2025-03-04,Passed
2983,833,6,2025-03-10,Rejected
2984,834,1,2025-10-14,Passed
2985,834,2,2025-10-22,Passed
2986,834,3,2025-10-28,Passed
2987,834,4,2025-10-30,Passed
2988,834,5,2025-11-07,Passed
2989,834,6,2025-11-14,Rejected
2990,835,1,2025-06-28,Passed
2991,835,2,2025-07-03,Passed
2992,835,3,2025-07-11,Passed
2993,835,4,2025-07-16,Rejected
2994,836,1,2025-05-22,Passed
2995,836,2,2025-05-26,Passed
2996,836,3,2025-05-30,Rejected
2997,837,1,2025-04-10,Passed
2998,837,2,2025-04-18,Passed
2999,837,3,2025-04-23,Rejected
3000,838,1,2025-07-26,Passed
3001,838,2,2025-07-31,Rejected
3002,839,1,2025-05-14,Passed
3003,839,2,2025-05-18,Passed
3004,839,3,2025-05-25,Passed
3005,839,4,2025-06-03,Passed
3006,839,5,2025-06-07,Rejected
3007,840,1,2025-09-17,Passed
3008,840,2,2025-09-18,Rejected
3009,841,1,2025-02-07,Passed
3010,841,2,2025-02-13,Rejected
3011,842,1,2025-06-24,Passed
3012,842,2,2025-07-04,Passed
3013,842,3,2025-07-08,Rejected
3014,843,1,2025-09-20,Passed
3015,843,2,2025-09-27,Rejected
3016,844,1,2025-10-03,Passed
3017,844,2,2025-10-12,Passed
3018,844,3,2025-10-17,Rejected
3019,845,1,2025-10-22,Passed
3020,845,2,2025-10-27,Passed
3021,845,3,2025-10-29,Rejected
3022,846,1,2025-08-15,Passed
3023,846,2,2025-08-25,Passed
3024,846,3,2025-08-30,Rejected
3025,847,1,2025-10-16,Passed
3026,847,2,2025-10-23,Passed
3027,847,3,2025-10-28,Passed
3028,847,4,2025-11-02,Rejected
3029,848,1,2025-05-05,Passed
3030,848,2,2025-05-08,Rejected
3031,849,1,2025-08-23,Passed
3032,849,2,2025-08-24,Rejected
3033,850,1,2025-10-28,Passed
3034,850,2,2025-11-03,Passed
3035,850,3,2025-11-06,Passed
3036,850,4,2025-11-12,Rejected
3037,851,1,2025-09-04,Passed
3038,851,2,2025-09-08,Rejected
3039,852,1,2025-02-04,Passed
3040,852,2,2025-02-11,Passed
3041,852,3,2025-02-15,Rejected
3042,853,1,2025-04-23,Passed
3043,853,2,2025-04-30,Passed
3044,853,3,2025-05-04,Passed
3045,853,4,2025-05-11,Passed
3046,853,5,2025-05-15,Passed
3047,853,6,2025-05-19,Rejected
3048,854,1,2025-04-28,Passed
3049,854,2,2025-05-06,Passed
3050,854,3,2025-05-12,Rejected
3051,855,1,2025-07-31,Passed
3052,855,2,2025-08-03,Passed
3053,855,3,2025-08-10,Rejected
3054,856,1,2025-09-22,Passed
3055,856,2,2025-09-23,Rejected
3056,857,1,2025-12-25,Passed
3057,857,2,2026-01-02,Passed
3058,857,3,2026-01-12,Passed
3059,857,4,2026-01-21,Passed
3060,857,5,2026-01-28,Rejected
3061,858,1,2025-05-08,Passed
3062,858,2,2025-05-14,Passed
3063,858,3,2025-05-16,Rejected
3064,859,1,2025-07-24,Passed
3065,859,2,2025-08-02,Passed
3066,859,3,2025-08-05,Passed
3067,859,4,2025-08-14,Passed
3068,859,5,2025-08-17,Rejected
3069,860,1,2025-06-25,Passed
3070,860,2,2025-06-29,Rejected
3071,861,1,2025-04-02,Passed
3072,861,2,2025-04-10,Passed
3073,861,3,2025-04-17,Passed
3074,861,4,2025-04-22,Rejected
3075,862,1,2025-07-01,Passed
3076,862,2,2025-07-07,Passed
3077,862,3,2025-07-15,Passed
3078,862,4,2025-07-16,Rejected
3079,863,1,2025-10-21,Passed
3080,863,2,2025-10-25,Rejected
3081,864,1,2025-12-16,Passed
3082,864,2,2025-12-18,Passed
3083,864,3,2025-12-25,Passed
3084,864,4,2025-12-30,Rejected
3085,865,1,2025-04-08,Passed
3086,865,2,2025-04-13,Rejected
3087,866,1,2025-04-13,Passed
3088,866,2,2025-04-17,Passed
3089,866,3,2025-04-21,Rejected
3090,867,1,2025-05-04,Passed
3091,867,2,2025-05-12,Passed
3092,867,3,2025-05-20,Passed
3093,867,4,2025-05-27,Rejected
3094,868,1,2025-04-16,Passed
3095,868,2,2025-04-20,Rejected
3096,869,1,2025-05-08,Passed
3097,869,2,2025-05-16,Passed
3098,869,3,2025-05-18,Rejected
3099,870,1,2025-07-02,Passed
3100,870,2,2025-07-09,Passed
3101,870,3,2025-07-17,Passed
3102,870,4,2025-07-21,Passed
3103,870,5,2025-07-27,Rejected
3104,871,1,2025-02-24,Passed
3105,871,2,2025-03-04,Passed
3106,871,3,2025-03-10,Rejected
3107,872,1,2025-02-10,Passed
3108,872,2,2025-02-17,Rejected
3109,873,1,2025-09-10,Passed
3110,873,2,2025-09-17,Passed
3111,873,3,2025-09-20,Passed
